OpportunityName,AccountName,StageName,CloseDate,Amount
Opportunity_6490,Account_6490,Proposal/Price Quote,2026-02-20,25865
Opportunity_6491,Account_6491,Closed Lost,2026-04-25,88396
Opportunity_6492,Account_6492,Closed Won,2026-01-23,54662
Opportunity_6493,Account_6493,Proposal/Price Quote,2026-10-31,65867
Opportunity_6494,Account_6494,Closed Lost,2026-11-27,52627
Opportunity_6495,Account_6495,Closed Lost,2026-02-17,32849
Opportunity_6496,Account_6496,Proposal/Price Quote,2026-07-13,76887
Opportunity_6497,Account_6497,Proposal/Price Quote,2026-10-25,81216
Opportunity_6498,Account_6498,Qualification,2026-08-16,5405
Opportunity_6499,Account_6499,Closed Won,2026-06-15,90348
Opportunity_6500,Account_6500,Qualification,2026-10-07,21920
Opportunity_6501,Account_6501,Closed Lost,2026-09-19,9255
Opportunity_6502,Account_6502,Closed Won,2026-04-27,80978
Opportunity_6503,Account_6503,Closed Won,2026-03-27,27280
Opportunity_6504,Account_6504,Proposal/Price Quote,2025-12-24,38310
Opportunity_6505,Account_6505,Proposal/Price Quote,2026-08-22,26493
Opportunity_6506,Account_6506,Qualification,2026-10-22,49677
Opportunity_6507,Account_6507,Closed Won,2026-04-04,76854
Opportunity_6508,Account_6508,Qualification,2026-03-19,94954
Opportunity_6509,Account_6509,Closed Won,2026-08-15,17119
Opportunity_6510,Account_6510,Closed Lost,2025-12-18,32762
Opportunity_6511,Account_6511,Closed Won,2026-03-02,59774
Opportunity_6512,Account_6512,Closed Lost,2026-02-25,52334
Opportunity_6513,Account_6513,Closed Won,2026-04-08,51482
Opportunity_6514,Account_6514,Negotiation/Review,2026-09-15,6161
Opportunity_6515,Account_6515,Negotiation/Review,2026-11-27,45861
Opportunity_6516,Account_6516,Proposal/Price Quote,2026-09-13,49809
Opportunity_6517,Account_6517,Qualification,2025-12-20,72575
Opportunity_6518,Account_6518,Qualification,2026-10-01,29058
Opportunity_6519,Account_6519,Proposal/Price Quote,2026-02-13,82111
Opportunity_6520,Account_6520,Closed Lost,2026-04-25,93351
Opportunity_6521,Account_6521,Proposal/Price Quote,2026-09-08,32726
Opportunity_6522,Account_6522,Closed Won,2026-08-22,53113
Opportunity_6523,Account_6523,Negotiation/Review,2025-12-22,9376
Opportunity_6524,Account_6524,Negotiation/Review,2026-08-12,10446
Opportunity_6525,Account_6525,Negotiation/Review,2026-02-26,21587
Opportunity_6526,Account_6526,Closed Lost,2026-02-12,35601
Opportunity_6527,Account_6527,Negotiation/Review,2026-11-27,65968
Opportunity_6528,Account_6528,Closed Lost,2026-06-17,15167
Opportunity_6529,Account_6529,Closed Won,2026-03-10,12023
Opportunity_6530,Account_6530,Qualification,2026-08-08,52066
Opportunity_6531,Account_6531,Closed Won,2026-09-16,53307
Opportunity_6532,Account_6532,Qualification,2025-12-10,51100
Opportunity_6533,Account_6533,Negotiation/Review,2025-12-08,95929
Opportunity_6534,Account_6534,Proposal/Price Quote,2026-04-17,14055
Opportunity_6535,Account_6535,Negotiation/Review,2026-03-06,72183
Opportunity_6536,Account_6536,Closed Lost,2026-01-21,36971
Opportunity_6537,Account_6537,Qualification,2026-10-11,85423
Opportunity_6538,Account_6538,Qualification,2026-10-28,31157
Opportunity_6539,Account_6539,Closed Lost,2026-06-16,64942
Opportunity_6540,Account_6540,Proposal/Price Quote,2026-10-28,71709
Opportunity_6541,Account_6541,Closed Lost,2026-11-17,37737
Opportunity_6542,Account_6542,Closed Lost,2026-01-26,54843
Opportunity_6543,Account_6543,Proposal/Price Quote,2026-05-20,44209
Opportunity_6544,Account_6544,Closed Won,2026-01-10,52815
Opportunity_6545,Account_6545,Negotiation/Review,2026-04-18,86229
Opportunity_6546,Account_6546,Qualification,2026-11-11,63459
Opportunity_6547,Account_6547,Proposal/Price Quote,2025-12-16,71598
Opportunity_6548,Account_6548,Proposal/Price Quote,2026-06-09,33631
Opportunity_6549,Account_6549,Qualification,2026-03-05,46971
Opportunity_6550,Account_6550,Negotiation/Review,2026-06-04,63420
Opportunity_6551,Account_6551,Closed Lost,2025-12-16,62700
Opportunity_6552,Account_6552,Closed Won,2026-08-25,77544
Opportunity_6553,Account_6553,Negotiation/Review,2026-04-11,13732
Opportunity_6554,Account_6554,Closed Won,2026-04-26,9066
Opportunity_6555,Account_6555,Proposal/Price Quote,2026-09-27,18733
Opportunity_6556,Account_6556,Proposal/Price Quote,2026-10-26,30215
Opportunity_6557,Account_6557,Closed Won,2026-07-01,33437
Opportunity_6558,Account_6558,Proposal/Price Quote,2026-09-04,36553
Opportunity_6559,Account_6559,Negotiation/Review,2025-12-12,18181
Opportunity_6560,Account_6560,Closed Lost,2026-01-08,73566
Opportunity_6561,Account_6561,Closed Lost,2026-04-29,65387
Opportunity_6562,Account_6562,Closed Won,2026-06-19,64210
Opportunity_6563,Account_6563,Proposal/Price Quote,2026-11-29,84932
Opportunity_6564,Account_6564,Proposal/Price Quote,2026-09-28,46741
Opportunity_6565,Account_6565,Proposal/Price Quote,2026-11-20,11234
Opportunity_6566,Account_6566,Negotiation/Review,2026-04-25,77841
Opportunity_6567,Account_6567,Closed Won,2026-04-13,5072
Opportunity_6568,Account_6568,Proposal/Price Quote,2026-06-14,11489
Opportunity_6569,Account_6569,Negotiation/Review,2026-11-30,76111
Opportunity_6570,Account_6570,Qualification,2026-03-11,62820
Opportunity_6571,Account_6571,Closed Lost,2026-11-04,35266
Opportunity_6572,Account_6572,Closed Won,2026-10-21,75981
Opportunity_6573,Account_6573,Qualification,2026-06-18,64599
Opportunity_6574,Account_6574,Qualification,2026-04-16,42162
Opportunity_6575,Account_6575,Qualification,2026-06-30,48358
Opportunity_6576,Account_6576,Closed Lost,2026-07-23,33337
Opportunity_6577,Account_6577,Negotiation/Review,2026-11-05,56112
Opportunity_6578,Account_6578,Closed Lost,2025-12-12,4030
Opportunity_6579,Account_6579,Proposal/Price Quote,2026-11-30,5889
Opportunity_6580,Account_6580,Closed Lost,2026-10-12,24504
Opportunity_6581,Account_6581,Qualification,2025-12-15,20813
Opportunity_6582,Account_6582,Closed Won,2026-11-07,86476
Opportunity_6583,Account_6583,Proposal/Price Quote,2026-09-07,9217
Opportunity_6584,Account_6584,Proposal/Price Quote,2026-11-17,88942
Opportunity_6585,Account_6585,Negotiation/Review,2026-03-11,8761
Opportunity_6586,Account_6586,Negotiation/Review,2026-01-26,4108
Opportunity_6587,Account_6587,Qualification,2025-12-16,63924
Opportunity_6588,Account_6588,Closed Won,2026-05-08,78700
Opportunity_6589,Account_6589,Closed Won,2026-09-05,92166
Opportunity_6590,Account_6590,Closed Won,2026-04-26,81401
Opportunity_6591,Account_6591,Negotiation/Review,2026-09-20,22712
Opportunity_6592,Account_6592,Proposal/Price Quote,2026-04-12,84209
Opportunity_6593,Account_6593,Qualification,2026-10-22,10929
Opportunity_6594,Account_6594,Closed Lost,2026-04-12,74645
Opportunity_6595,Account_6595,Closed Lost,2025-12-25,77762
Opportunity_6596,Account_6596,Proposal/Price Quote,2026-03-16,39644
Opportunity_6597,Account_6597,Proposal/Price Quote,2026-01-22,17830
Opportunity_6598,Account_6598,Closed Lost,2026-02-26,94749
Opportunity_6599,Account_6599,Closed Won,2025-12-14,40102
Opportunity_6600,Account_6600,Qualification,2026-04-04,35315
Opportunity_6601,Account_6601,Closed Lost,2026-02-19,70242
Opportunity_6602,Account_6602,Closed Lost,2026-07-25,16984
Opportunity_6603,Account_6603,Proposal/Price Quote,2026-10-12,6021
Opportunity_6604,Account_6604,Proposal/Price Quote,2026-06-16,23801
Opportunity_6605,Account_6605,Closed Lost,2026-11-11,18520
Opportunity_6606,Account_6606,Closed Won,2026-08-05,83196
Opportunity_6607,Account_6607,Proposal/Price Quote,2026-08-24,39754
Opportunity_6608,Account_6608,Proposal/Price Quote,2026-02-19,46391
Opportunity_6609,Account_6609,Negotiation/Review,2026-02-10,22335
Opportunity_6610,Account_6610,Closed Lost,2026-05-10,75301
Opportunity_6611,Account_6611,Proposal/Price Quote,2026-03-14,32178
Opportunity_6612,Account_6612,Closed Won,2026-09-11,40647
Opportunity_6613,Account_6613,Negotiation/Review,2026-04-09,83643
Opportunity_6614,Account_6614,Closed Won,2026-03-15,35866
Opportunity_6615,Account_6615,Closed Lost,2026-06-17,17336
Opportunity_6616,Account_6616,Closed Lost,2026-04-12,46330
Opportunity_6617,Account_6617,Proposal/Price Quote,2026-05-26,17510
Opportunity_6618,Account_6618,Qualification,2026-10-17,47086
Opportunity_6619,Account_6619,Proposal/Price Quote,2026-07-15,67773
Opportunity_6620,Account_6620,Qualification,2026-09-19,14942
Opportunity_6621,Account_6621,Closed Won,2026-08-05,27296
Opportunity_6622,Account_6622,Qualification,2026-01-21,3870
Opportunity_6623,Account_6623,Closed Lost,2026-03-02,1075
Opportunity_6624,Account_6624,Negotiation/Review,2026-09-21,98144
Opportunity_6625,Account_6625,Qualification,2026-07-10,4311
Opportunity_6626,Account_6626,Negotiation/Review,2025-12-20,86329
Opportunity_6627,Account_6627,Closed Won,2026-01-07,53695
Opportunity_6628,Account_6628,Qualification,2025-12-10,41530
Opportunity_6629,Account_6629,Closed Won,2026-01-31,12799
Opportunity_6630,Account_6630,Qualification,2026-10-04,35736
Opportunity_6631,Account_6631,Qualification,2026-05-21,52824
Opportunity_6632,Account_6632,Negotiation/Review,2026-08-08,36078
Opportunity_6633,Account_6633,Qualification,2026-06-13,44872
Opportunity_6634,Account_6634,Negotiation/Review,2025-12-12,75501
Opportunity_6635,Account_6635,Qualification,2026-09-18,9100
Opportunity_6636,Account_6636,Closed Won,2026-11-25,47245
Opportunity_6637,Account_6637,Closed Lost,2025-12-23,18254
Opportunity_6638,Account_6638,Qualification,2026-01-27,24844
Opportunity_6639,Account_6639,Closed Won,2026-05-11,64619
Opportunity_6640,Account_6640,Proposal/Price Quote,2026-05-07,28749
Opportunity_6641,Account_6641,Qualification,2026-09-13,23262
Opportunity_6642,Account_6642,Proposal/Price Quote,2026-02-18,58600
Opportunity_6643,Account_6643,Proposal/Price Quote,2026-04-19,75463
Opportunity_6644,Account_6644,Proposal/Price Quote,2026-01-22,53997
Opportunity_6645,Account_6645,Closed Lost,2026-09-06,53552
Opportunity_6646,Account_6646,Qualification,2026-08-06,77452
Opportunity_6647,Account_6647,Closed Won,2026-02-21,99674
Opportunity_6648,Account_6648,Proposal/Price Quote,2025-12-20,29526
Opportunity_6649,Account_6649,Negotiation/Review,2026-06-08,24118
Opportunity_6650,Account_6650,Qualification,2026-03-05,15154
Opportunity_6651,Account_6651,Closed Won,2026-08-08,16238
Opportunity_6652,Account_6652,Closed Lost,2026-03-23,71821
Opportunity_6653,Account_6653,Closed Lost,2026-03-21,26285
Opportunity_6654,Account_6654,Proposal/Price Quote,2026-01-16,27158
Opportunity_6655,Account_6655,Negotiation/Review,2026-03-30,44965
Opportunity_6656,Account_6656,Closed Lost,2026-07-05,37688
Opportunity_6657,Account_6657,Proposal/Price Quote,2026-11-19,99403
Opportunity_6658,Account_6658,Closed Won,2026-11-13,17303
Opportunity_6659,Account_6659,Proposal/Price Quote,2026-06-08,13968
Opportunity_6660,Account_6660,Qualification,2026-10-08,43525
Opportunity_6661,Account_6661,Proposal/Price Quote,2026-03-07,93824
Opportunity_6662,Account_6662,Closed Lost,2026-01-28,13068
Opportunity_6663,Account_6663,Proposal/Price Quote,2026-09-09,58680
Opportunity_6664,Account_6664,Closed Won,2026-10-16,40748
Opportunity_6665,Account_6665,Negotiation/Review,2026-04-30,76563
Opportunity_6666,Account_6666,Qualification,2026-02-08,14050
Opportunity_6667,Account_6667,Closed Lost,2026-11-29,16533
Opportunity_6668,Account_6668,Proposal/Price Quote,2026-09-08,74634
Opportunity_6669,Account_6669,Negotiation/Review,2026-07-23,48708
Opportunity_6670,Account_6670,Closed Won,2026-05-24,79621
Opportunity_6671,Account_6671,Closed Won,2026-02-16,88996
Opportunity_6672,Account_6672,Negotiation/Review,2026-06-08,7531
Opportunity_6673,Account_6673,Proposal/Price Quote,2026-09-12,5282
Opportunity_6674,Account_6674,Closed Lost,2026-08-15,65834
Opportunity_6675,Account_6675,Closed Won,2026-02-10,50864
Opportunity_6676,Account_6676,Closed Won,2026-05-26,66215
Opportunity_6677,Account_6677,Closed Lost,2026-01-06,99888
Opportunity_6678,Account_6678,Negotiation/Review,2026-02-14,95168
Opportunity_6679,Account_6679,Closed Lost,2025-12-07,89033
Opportunity_6680,Account_6680,Closed Lost,2026-07-14,64663
Opportunity_6681,Account_6681,Closed Lost,2026-05-11,3462
Opportunity_6682,Account_6682,Qualification,2026-05-31,75836
Opportunity_6683,Account_6683,Negotiation/Review,2026-10-26,47240
Opportunity_6684,Account_6684,Qualification,2026-04-18,18094
Opportunity_6685,Account_6685,Closed Lost,2026-02-18,54398
Opportunity_6686,Account_6686,Closed Lost,2026-04-11,37675
Opportunity_6687,Account_6687,Proposal/Price Quote,2026-03-29,81602
Opportunity_6688,Account_6688,Qualification,2026-05-09,77556
Opportunity_6689,Account_6689,Closed Won,2026-11-08,58952
Opportunity_6690,Account_6690,Proposal/Price Quote,2025-12-27,11438
Opportunity_6691,Account_6691,Negotiation/Review,2026-10-31,9439
Opportunity_6692,Account_6692,Closed Won,2026-03-21,9984
Opportunity_6693,Account_6693,Closed Lost,2025-12-25,98229
Opportunity_6694,Account_6694,Negotiation/Review,2026-03-22,83750
Opportunity_6695,Account_6695,Qualification,2026-01-27,22257
Opportunity_6696,Account_6696,Qualification,2026-03-18,59604
Opportunity_6697,Account_6697,Closed Lost,2026-08-22,76171
Opportunity_6698,Account_6698,Proposal/Price Quote,2026-06-07,22884
Opportunity_6699,Account_6699,Negotiation/Review,2026-04-13,48284
Opportunity_6700,Account_6700,Negotiation/Review,2026-11-21,59106
Opportunity_6701,Account_6701,Qualification,2026-09-12,61700
Opportunity_6702,Account_6702,Qualification,2026-07-24,44670
Opportunity_6703,Account_6703,Closed Lost,2026-11-08,86970
Opportunity_6704,Account_6704,Proposal/Price Quote,2026-08-31,66937
Opportunity_6705,Account_6705,Closed Lost,2026-05-24,47729
Opportunity_6706,Account_6706,Qualification,2026-06-12,13761
Opportunity_6707,Account_6707,Negotiation/Review,2026-06-26,51384
Opportunity_6708,Account_6708,Closed Won,2026-03-09,37911
Opportunity_6709,Account_6709,Proposal/Price Quote,2026-11-16,93787
Opportunity_6710,Account_6710,Negotiation/Review,2025-12-12,7610
Opportunity_6711,Account_6711,Proposal/Price Quote,2026-01-05,22904
Opportunity_6712,Account_6712,Closed Won,2026-05-21,19857
Opportunity_6713,Account_6713,Closed Lost,2026-05-14,22680
Opportunity_6714,Account_6714,Qualification,2026-02-22,64541
Opportunity_6715,Account_6715,Closed Won,2025-12-17,23848
Opportunity_6716,Account_6716,Closed Won,2026-11-23,1703
Opportunity_6717,Account_6717,Qualification,2026-05-06,5104
Opportunity_6718,Account_6718,Qualification,2026-02-21,48202
Opportunity_6719,Account_6719,Closed Won,2026-10-04,87710
Opportunity_6720,Account_6720,Closed Lost,2026-08-16,98590
Opportunity_6721,Account_6721,Proposal/Price Quote,2026-10-24,7260
Opportunity_6722,Account_6722,Closed Won,2026-01-18,44916
Opportunity_6723,Account_6723,Qualification,2026-12-01,15471
Opportunity_6724,Account_6724,Proposal/Price Quote,2026-08-19,75723
Opportunity_6725,Account_6725,Qualification,2026-03-03,42219
Opportunity_6726,Account_6726,Closed Won,2026-06-04,29134
Opportunity_6727,Account_6727,Closed Won,2026-03-04,19055
Opportunity_6728,Account_6728,Qualification,2026-03-05,47150
Opportunity_6729,Account_6729,Negotiation/Review,2025-12-10,81197
Opportunity_6730,Account_6730,Negotiation/Review,2026-04-20,55493
Opportunity_6731,Account_6731,Qualification,2026-02-07,22243
Opportunity_6732,Account_6732,Closed Won,2026-11-06,90650
Opportunity_6733,Account_6733,Proposal/Price Quote,2026-08-24,57687
Opportunity_6734,Account_6734,Closed Won,2026-05-31,26648
Opportunity_6735,Account_6735,Qualification,2026-11-12,68430
Opportunity_6736,Account_6736,Qualification,2026-06-05,17942
Opportunity_6737,Account_6737,Closed Lost,2026-05-12,46077
Opportunity_6738,Account_6738,Closed Lost,2026-10-08,61831
Opportunity_6739,Account_6739,Proposal/Price Quote,2026-04-24,86251
Opportunity_6740,Account_6740,Qualification,2026-08-05,63149
Opportunity_6741,Account_6741,Proposal/Price Quote,2026-03-16,63527
Opportunity_6742,Account_6742,Closed Won,2026-07-29,91887
Opportunity_6743,Account_6743,Negotiation/Review,2026-08-28,1018
Opportunity_6744,Account_6744,Closed Lost,2026-04-21,10978
Opportunity_6745,Account_6745,Closed Won,2026-03-29,39122
Opportunity_6746,Account_6746,Proposal/Price Quote,2026-03-19,74845
Opportunity_6747,Account_6747,Negotiation/Review,2026-01-20,58053
Opportunity_6748,Account_6748,Closed Won,2026-10-07,76263
Opportunity_6749,Account_6749,Qualification,2026-06-14,35411
Opportunity_6750,Account_6750,Negotiation/Review,2026-09-15,72483
Opportunity_6751,Account_6751,Qualification,2025-12-10,95015
Opportunity_6752,Account_6752,Qualification,2026-11-16,20212
Opportunity_6753,Account_6753,Closed Lost,2026-04-18,80638
Opportunity_6754,Account_6754,Closed Won,2026-04-24,24247
Opportunity_6755,Account_6755,Proposal/Price Quote,2026-09-18,82414
Opportunity_6756,Account_6756,Closed Lost,2026-08-18,36884
Opportunity_6757,Account_6757,Closed Lost,2026-08-25,14925
Opportunity_6758,Account_6758,Negotiation/Review,2026-05-21,35709
Opportunity_6759,Account_6759,Negotiation/Review,2026-07-16,92613
Opportunity_6760,Account_6760,Negotiation/Review,2026-11-08,51816
Opportunity_6761,Account_6761,Proposal/Price Quote,2026-11-28,25624
Opportunity_6762,Account_6762,Qualification,2026-01-27,67884
Opportunity_6763,Account_6763,Negotiation/Review,2026-05-27,4653
Opportunity_6764,Account_6764,Negotiation/Review,2026-07-31,42351
Opportunity_6765,Account_6765,Proposal/Price Quote,2026-05-24,82847
Opportunity_6766,Account_6766,Qualification,2026-09-11,37756
Opportunity_6767,Account_6767,Closed Lost,2026-08-18,33697
Opportunity_6768,Account_6768,Closed Lost,2026-11-07,81625
Opportunity_6769,Account_6769,Proposal/Price Quote,2026-06-26,98514
Opportunity_6770,Account_6770,Negotiation/Review,2026-05-27,63626
Opportunity_6771,Account_6771,Closed Won,2026-04-27,61904
Opportunity_6772,Account_6772,Closed Lost,2026-03-14,84131
Opportunity_6773,Account_6773,Qualification,2026-04-25,27322
Opportunity_6774,Account_6774,Negotiation/Review,2025-12-14,74741
Opportunity_6775,Account_6775,Proposal/Price Quote,2026-06-23,44802
Opportunity_6776,Account_6776,Closed Won,2026-11-13,40106
Opportunity_6777,Account_6777,Proposal/Price Quote,2026-03-22,5326
Opportunity_6778,Account_6778,Proposal/Price Quote,2026-11-29,5465
Opportunity_6779,Account_6779,Closed Lost,2026-01-21,90248
Opportunity_6780,Account_6780,Closed Won,2026-06-16,43119
Opportunity_6781,Account_6781,Closed Won,2026-05-14,43724
Opportunity_6782,Account_6782,Negotiation/Review,2026-10-15,43289
Opportunity_6783,Account_6783,Qualification,2026-01-27,27205
Opportunity_6784,Account_6784,Negotiation/Review,2026-05-08,85891
Opportunity_6785,Account_6785,Proposal/Price Quote,2026-11-27,78019
Opportunity_6786,Account_6786,Closed Lost,2026-10-23,97963
Opportunity_6787,Account_6787,Closed Won,2026-06-09,50493
Opportunity_6788,Account_6788,Qualification,2026-04-26,16936
Opportunity_6789,Account_6789,Closed Lost,2026-04-18,54497
Opportunity_6790,Account_6790,Closed Lost,2026-08-06,71542
Opportunity_6791,Account_6791,Negotiation/Review,2026-02-14,25589
Opportunity_6792,Account_6792,Closed Lost,2026-07-19,60503
Opportunity_6793,Account_6793,Proposal/Price Quote,2026-02-23,7445
Opportunity_6794,Account_6794,Closed Lost,2026-07-29,78973
Opportunity_6795,Account_6795,Negotiation/Review,2026-08-11,97821
Opportunity_6796,Account_6796,Proposal/Price Quote,2026-10-23,67707
Opportunity_6797,Account_6797,Qualification,2026-07-29,45532
Opportunity_6798,Account_6798,Qualification,2026-03-01,34679
Opportunity_6799,Account_6799,Closed Won,2026-08-21,13245
Opportunity_6800,Account_6800,Proposal/Price Quote,2026-07-11,49804
Opportunity_6801,Account_6801,Proposal/Price Quote,2026-05-05,52554
Opportunity_6802,Account_6802,Proposal/Price Quote,2026-10-06,78672
Opportunity_6803,Account_6803,Proposal/Price Quote,2026-02-21,76473
Opportunity_6804,Account_6804,Proposal/Price Quote,2026-10-31,56762
Opportunity_6805,Account_6805,Proposal/Price Quote,2026-09-23,93053
Opportunity_6806,Account_6806,Proposal/Price Quote,2025-12-08,24546
Opportunity_6807,Account_6807,Closed Lost,2026-05-22,25414
Opportunity_6808,Account_6808,Qualification,2026-08-04,53301
Opportunity_6809,Account_6809,Closed Won,2026-08-11,83590
Opportunity_6810,Account_6810,Qualification,2026-02-26,79683
Opportunity_6811,Account_6811,Proposal/Price Quote,2026-01-04,57973
Opportunity_6812,Account_6812,Closed Won,2026-10-21,95287
Opportunity_6813,Account_6813,Negotiation/Review,2026-04-20,36533
Opportunity_6814,Account_6814,Qualification,2025-12-05,95574
Opportunity_6815,Account_6815,Proposal/Price Quote,2026-09-15,49093
Opportunity_6816,Account_6816,Closed Lost,2026-09-11,33555
Opportunity_6817,Account_6817,Qualification,2026-07-27,62922
Opportunity_6818,Account_6818,Closed Won,2026-06-07,82121
Opportunity_6819,Account_6819,Closed Lost,2026-10-19,22948
Opportunity_6820,Account_6820,Closed Lost,2026-08-04,50642
Opportunity_6821,Account_6821,Closed Lost,2026-07-27,83559
Opportunity_6822,Account_6822,Qualification,2026-01-27,49796
Opportunity_6823,Account_6823,Closed Lost,2025-12-28,84771
Opportunity_6824,Account_6824,Qualification,2026-07-28,4921
Opportunity_6825,Account_6825,Negotiation/Review,2026-03-15,98508
Opportunity_6826,Account_6826,Closed Won,2026-11-22,55753
Opportunity_6827,Account_6827,Closed Lost,2026-02-16,64761
Opportunity_6828,Account_6828,Closed Lost,2026-07-08,75515
Opportunity_6829,Account_6829,Qualification,2026-01-27,97395
Opportunity_6830,Account_6830,Qualification,2025-12-06,85352
Opportunity_6831,Account_6831,Proposal/Price Quote,2026-01-13,96796
Opportunity_6832,Account_6832,Qualification,2025-12-28,72391
Opportunity_6833,Account_6833,Negotiation/Review,2026-02-12,67433
Opportunity_6834,Account_6834,Negotiation/Review,2025-12-10,62930
Opportunity_6835,Account_6835,Closed Lost,2026-01-05,49238
Opportunity_6836,Account_6836,Negotiation/Review,2026-11-23,8985
Opportunity_6837,Account_6837,Closed Lost,2026-10-17,88185
Opportunity_6838,Account_6838,Proposal/Price Quote,2026-05-16,80965
Opportunity_6839,Account_6839,Negotiation/Review,2026-02-05,56223
Opportunity_6840,Account_6840,Negotiation/Review,2026-03-11,52778
Opportunity_6841,Account_6841,Closed Won,2026-01-28,51103
Opportunity_6842,Account_6842,Qualification,2026-05-12,33781
Opportunity_6843,Account_6843,Proposal/Price Quote,2026-04-06,44317
Opportunity_6844,Account_6844,Proposal/Price Quote,2026-01-17,34881
Opportunity_6845,Account_6845,Qualification,2026-03-17,12254
Opportunity_6846,Account_6846,Qualification,2026-09-17,92288
Opportunity_6847,Account_6847,Closed Won,2026-06-15,9612
Opportunity_6848,Account_6848,Negotiation/Review,2026-10-28,64508
Opportunity_6849,Account_6849,Proposal/Price Quote,2026-06-28,58729
Opportunity_6850,Account_6850,Closed Won,2025-12-28,94215
Opportunity_6851,Account_6851,Negotiation/Review,2026-10-21,3682
Opportunity_6852,Account_6852,Negotiation/Review,2026-06-14,12687
Opportunity_6853,Account_6853,Qualification,2026-10-26,40305
Opportunity_6854,Account_6854,Negotiation/Review,2026-09-04,30370
Opportunity_6855,Account_6855,Qualification,2025-12-08,62474
Opportunity_6856,Account_6856,Closed Lost,2025-12-09,55357
Opportunity_6857,Account_6857,Closed Lost,2026-02-13,90776
Opportunity_6858,Account_6858,Closed Lost,2025-12-08,99736
Opportunity_6859,Account_6859,Negotiation/Review,2026-01-23,79541
Opportunity_6860,Account_6860,Proposal/Price Quote,2025-12-25,63322
Opportunity_6861,Account_6861,Closed Lost,2026-10-17,62954
Opportunity_6862,Account_6862,Closed Won,2026-05-05,75970
Opportunity_6863,Account_6863,Proposal/Price Quote,2026-06-26,17318
Opportunity_6864,Account_6864,Proposal/Price Quote,2026-06-28,96939
Opportunity_6865,Account_6865,Proposal/Price Quote,2026-04-05,72086
Opportunity_6866,Account_6866,Negotiation/Review,2026-11-23,56289
Opportunity_6867,Account_6867,Closed Won,2026-03-10,53297
Opportunity_6868,Account_6868,Qualification,2026-04-07,27132
Opportunity_6869,Account_6869,Proposal/Price Quote,2026-01-09,14258
Opportunity_6870,Account_6870,Qualification,2026-11-17,50023
Opportunity_6871,Account_6871,Closed Lost,2026-03-04,47823
Opportunity_6872,Account_6872,Proposal/Price Quote,2026-05-18,19044
Opportunity_6873,Account_6873,Negotiation/Review,2026-05-27,41919
Opportunity_6874,Account_6874,Proposal/Price Quote,2026-06-29,68673
Opportunity_6875,Account_6875,Closed Won,2026-11-16,20146
Opportunity_6876,Account_6876,Closed Won,2026-05-14,55496
Opportunity_6877,Account_6877,Proposal/Price Quote,2026-07-28,1802
Opportunity_6878,Account_6878,Closed Won,2026-07-13,88784
Opportunity_6879,Account_6879,Qualification,2026-05-11,24147
Opportunity_6880,Account_6880,Proposal/Price Quote,2026-11-05,31410
Opportunity_6881,Account_6881,Closed Won,2026-02-24,70780
Opportunity_6882,Account_6882,Proposal/Price Quote,2026-10-05,48639
Opportunity_6883,Account_6883,Proposal/Price Quote,2025-12-06,73074
Opportunity_6884,Account_6884,Qualification,2026-01-06,38788
Opportunity_6885,Account_6885,Negotiation/Review,2026-03-06,26933
Opportunity_6886,Account_6886,Closed Lost,2026-10-09,91832
Opportunity_6887,Account_6887,Qualification,2026-04-20,28066
Opportunity_6888,Account_6888,Proposal/Price Quote,2026-01-29,41134
Opportunity_6889,Account_6889,Qualification,2026-01-20,26026
Opportunity_6890,Account_6890,Proposal/Price Quote,2026-10-08,77658
Opportunity_6891,Account_6891,Qualification,2025-12-08,20109
Opportunity_6892,Account_6892,Closed Won,2026-03-29,62586
Opportunity_6893,Account_6893,Proposal/Price Quote,2026-04-07,87571
Opportunity_6894,Account_6894,Qualification,2026-11-29,35218
Opportunity_6895,Account_6895,Negotiation/Review,2026-11-04,78685
Opportunity_6896,Account_6896,Closed Won,2026-05-11,26933
Opportunity_6897,Account_6897,Closed Lost,2026-08-16,50075
Opportunity_6898,Account_6898,Closed Won,2026-07-17,23695
Opportunity_6899,Account_6899,Negotiation/Review,2026-01-04,31874
Opportunity_6900,Account_6900,Closed Lost,2026-11-04,19477
Opportunity_6901,Account_6901,Negotiation/Review,2026-10-13,60154
Opportunity_6902,Account_6902,Closed Lost,2026-04-26,46720
Opportunity_6903,Account_6903,Negotiation/Review,2026-10-14,98735
Opportunity_6904,Account_6904,Proposal/Price Quote,2026-10-17,64850
Opportunity_6905,Account_6905,Closed Lost,2026-10-19,16405
Opportunity_6906,Account_6906,Closed Won,2025-12-29,52202
Opportunity_6907,Account_6907,Qualification,2026-11-21,24964
Opportunity_6908,Account_6908,Negotiation/Review,2026-06-09,75865
Opportunity_6909,Account_6909,Proposal/Price Quote,2026-05-13,79086
Opportunity_6910,Account_6910,Closed Won,2026-05-14,22924
Opportunity_6911,Account_6911,Closed Lost,2026-07-21,32724
Opportunity_6912,Account_6912,Closed Won,2026-02-26,26175
Opportunity_6913,Account_6913,Closed Lost,2026-02-14,56486
Opportunity_6914,Account_6914,Closed Won,2026-01-15,53873
Opportunity_6915,Account_6915,Proposal/Price Quote,2026-11-07,38243
Opportunity_6916,Account_6916,Qualification,2026-11-27,53479
